timestamp,arbitration_id,data_hex,label,type
1763994031.09151,240,0000,0,ecu_abs_status
1763994031.103107,123,0CD8,0,ecu_engine_rpm
1763994031.124206,123,0CD8,0,ecu_engine_rpm
1763994031.142898,240,0000,0,ecu_abs_status
1763994031.145105,123,0CD8,0,ecu_engine_rpm
1763994031.165921,123,0CD8,0,ecu_engine_rpm
1763994031.186774,123,0CD8,0,ecu_engine_rpm
1763994031.190752,310,00000000,0,ecu_transmission
1763994031.194328,240,0000,0,ecu_abs_status
1763994031.207669,123,0D28,0,ecu_engine_rpm
1763994031.228241,123,0D28,0,ecu_engine_rpm
1763994031.245224,240,0000,0,ecu_abs_status
1763994031.248545,123,0D28,0,ecu_engine_rpm
1763994031.269007,123,0D28,0,ecu_engine_rpm
1763994031.289485,123,0D28,0,ecu_engine_rpm
1763994031.292506,310,00000000,0,ecu_transmission
1763994031.296081,240,0000,0,ecu_abs_status
1763994031.309967,123,0C8C,0,ecu_engine_rpm
1763994031.330454,123,0C8C,0,ecu_engine_rpm
1763994031.347814,240,0000,0,ecu_abs_status
1763994031.351565,123,0C8C,0,ecu_engine_rpm
1763994031.37242,123,0C8C,0,ecu_engine_rpm
1763994031.393347,123,0C8C,0,ecu_engine_rpm
1763994031.394736,310,00000000,0,ecu_transmission
1763994031.398242,240,0000,0,ecu_abs_status
1763994031.4139,123,0BC8,0,ecu_engine_rpm
1763994031.43435,123,0BC8,0,ecu_engine_rpm
1763994031.449293,240,0000,0,ecu_abs_status
1763994031.454827,123,0BC8,0,ecu_engine_rpm
1763994031.475319,123,0BC8,0,ecu_engine_rpm
1763994031.496344,123,0BC8,0,ecu_engine_rpm
1763994031.497199,310,00000000,0,ecu_transmission
1763994031.500857,240,0000,0,ecu_abs_status
1763994031.517197,123,0C98,0,ecu_engine_rpm
1763994031.537933,123,0C98,0,ecu_engine_rpm
1763994031.552005,240,0000,0,ecu_abs_status
1763994031.55873,123,0C98,0,ecu_engine_rpm
1763994031.579469,123,0C98,0,ecu_engine_rpm
1763994031.59946,310,00000000,0,ecu_transmission
1763994031.600001,123,0C8C,0,ecu_engine_rpm
1763994031.603515,240,0000,0,ecu_abs_status
1763994031.620978,123,0C8C,0,ecu_engine_rpm
1763994031.641993,123,0C8C,0,ecu_engine_rpm
1763994031.654786,240,0000,0,ecu_abs_status
1763994031.663009,123,0C8C,0,ecu_engine_rpm
1763994031.683667,123,0C8C,0,ecu_engine_rpm
1763994031.701533,310,00000000,0,ecu_transmission
1763994031.70455,123,0C80,0,ecu_engine_rpm
1763994031.706096,240,0000,0,ecu_abs_status
1763994031.725386,123,0C80,0,ecu_engine_rpm
1763994031.746273,123,0C80,0,ecu_engine_rpm
1763994031.757508,240,0000,0,ecu_abs_status
1763994031.763503,500,0D0E0F10,0,ecu_body_control
1763994031.767207,123,0C80,0,ecu_engine_rpm
1763994031.787769,123,0C80,0,ecu_engine_rpm
1763994031.803528,310,00000000,0,ecu_transmission
1763994031.808136,123,0C54,0,ecu_engine_rpm
1763994031.808309,240,0000,0,ecu_abs_status
1763994031.82862,123,0C54,0,ecu_engine_rpm
1763994031.849092,123,0C54,0,ecu_engine_rpm
1763994031.859348,240,0000,0,ecu_abs_status
1763994031.869565,123,0C54,0,ecu_engine_rpm
1763994031.890083,123,0C54,0,ecu_engine_rpm
1763994031.905278,310,00000000,0,ecu_transmission
1763994031.910374,240,0000,0,ecu_abs_status
1763994031.910615,123,0C34,0,ecu_engine_rpm
1763994031.931176,123,0C34,0,ecu_engine_rpm
1763994031.951763,123,0C34,0,ecu_engine_rpm
1763994031.961428,240,0000,0,ecu_abs_status
1763994031.972184,123,0C34,0,ecu_engine_rpm
1763994031.992683,123,0C34,0,ecu_engine_rpm
1763994032.007244,310,00000000,0,ecu_transmission
1763994032.012498,240,0000,0,ecu_abs_status
1763994032.013162,123,0C90,0,ecu_engine_rpm
1763994032.033723,123,0C90,0,ecu_engine_rpm
1763994032.053822,123,0C90,0,ecu_engine_rpm
1763994032.062914,240,0000,0,ecu_abs_status
1763994032.074312,123,0C90,0,ecu_engine_rpm
1763994032.094763,123,0C90,0,ecu_engine_rpm
1763994032.108481,310,00000000,0,ecu_transmission
1763994032.113921,240,0000,0,ecu_abs_status
1763994032.115199,123,0BE8,0,ecu_engine_rpm
1763994032.135693,123,0BE8,0,ecu_engine_rpm
1763994032.156384,123,0BE8,0,ecu_engine_rpm
1763994032.165091,240,0000,0,ecu_abs_status
1763994032.176781,123,0BE8,0,ecu_engine_rpm
1763994032.197333,123,0BE8,0,ecu_engine_rpm
1763994032.21043,310,00000000,0,ecu_transmission
1763994032.216071,240,0000,0,ecu_abs_status
1763994032.217711,123,0BBC,0,ecu_engine_rpm
1763994032.238352,123,0BBC,0,ecu_engine_rpm
1763994032.258953,123,0BBC,0,ecu_engine_rpm
1763994032.267142,240,0000,0,ecu_abs_status
1763994032.279466,123,0BBC,0,ecu_engine_rpm
1763994032.299963,123,0BBC,0,ecu_engine_rpm
1763994032.312307,310,00000000,0,ecu_transmission
1763994032.318093,240,0000,0,ecu_abs_status
1763994032.32035,123,0C2C,0,ecu_engine_rpm
1763994032.340891,123,0C2C,0,ecu_engine_rpm
1763994032.361375,123,0C2C,0,ecu_engine_rpm
1763994032.36918,240,0000,0,ecu_abs_status
1763994032.381856,123,0C2C,0,ecu_engine_rpm
1763994032.402406,123,0C2C,0,ecu_engine_rpm
1763994032.414132,310,00000000,0,ecu_transmission
1763994032.419592,240,0000,0,ecu_abs_status
1763994032.422784,123,0C68,0,ecu_engine_rpm
1763994032.443291,123,0C68,0,ecu_engine_rpm
1763994032.46376,123,0C68,0,ecu_engine_rpm
1763994032.47067,240,0000,0,ecu_abs_status
1763994032.484239,123,0C68,0,ecu_engine_rpm
1763994032.50479,123,0C68,0,ecu_engine_rpm
1763994032.516069,310,00000000,0,ecu_transmission
1763994032.521742,240,0000,0,ecu_abs_status
1763994032.525225,123,0C28,0,ecu_engine_rpm
1763994032.545753,123,0C28,0,ecu_engine_rpm
1763994032.566245,123,0C28,0,ecu_engine_rpm
1763994032.572686,240,0000,0,ecu_abs_status
1763994032.58675,123,0C28,0,ecu_engine_rpm
1763994032.607314,123,0C28,0,ecu_engine_rpm
1763994032.618084,310,00000000,0,ecu_transmission
1763994032.623703,240,0000,0,ecu_abs_status
1763994032.627891,123,0CC4,0,ecu_engine_rpm
1763994032.648418,123,0CC4,0,ecu_engine_rpm
1763994032.669033,123,0CC4,0,ecu_engine_rpm
1763994032.674691,240,0000,0,ecu_abs_status
1763994032.689542,123,0CC4,0,ecu_engine_rpm
1763994032.710121,123,0CC4,0,ecu_engine_rpm
1763994032.719991,310,00000000,0,ecu_transmission
1763994032.725698,240,0000,0,ecu_abs_status
1763994032.730495,123,0D40,0,ecu_engine_rpm
1763994032.751114,123,0D40,0,ecu_engine_rpm
1763994032.771624,123,0D40,0,ecu_engine_rpm
1763994032.772193,500,0D0E0F10,0,ecu_body_control
1763994032.776633,240,0000,0,ecu_abs_status
1763994032.792092,123,0D40,0,ecu_engine_rpm
1763994032.812689,123,0D40,0,ecu_engine_rpm
1763994032.82194,310,00000000,0,ecu_transmission
1763994032.827667,240,0000,0,ecu_abs_status
1763994032.833063,123,0D14,0,ecu_engine_rpm
1763994032.853567,123,0D14,0,ecu_engine_rpm
1763994032.874172,123,0D14,0,ecu_engine_rpm
1763994032.878675,240,0000,0,ecu_abs_status
1763994032.894576,123,0D14,0,ecu_engine_rpm
1763994032.915054,123,0D14,0,ecu_engine_rpm
1763994032.923818,310,00000000,0,ecu_transmission
1763994032.929692,240,0000,0,ecu_abs_status
1763994032.935477,123,0C44,0,ecu_engine_rpm
1763994032.956023,123,0C44,0,ecu_engine_rpm
1763994032.976605,123,0C44,0,ecu_engine_rpm
1763994032.980726,240,0000,0,ecu_abs_status
1763994032.997069,123,0C44,0,ecu_engine_rpm
1763994033.017504,123,0C44,0,ecu_engine_rpm
1763994033.025739,310,00000000,0,ecu_transmission
1763994033.031706,240,0000,0,ecu_abs_status
1763994033.037922,123,0C88,0,ecu_engine_rpm
1763994033.058444,123,0C88,0,ecu_engine_rpm
1763994033.078951,123,0C88,0,ecu_engine_rpm
1763994033.082749,240,0000,0,ecu_abs_status
1763994033.09943,123,0C88,0,ecu_engine_rpm
1763994033.120067,123,0C88,0,ecu_engine_rpm
1763994033.127647,310,00000000,0,ecu_transmission
1763994033.133771,240,0000,0,ecu_abs_status
1763994033.140502,123,0D38,0,ecu_engine_rpm
1763994033.161239,123,0D38,0,ecu_engine_rpm
1763994033.181846,123,0D38,0,ecu_engine_rpm
1763994033.184855,240,0000,0,ecu_abs_status
1763994033.202321,123,0D38,0,ecu_engine_rpm
1763994033.222866,123,0D38,0,ecu_engine_rpm
1763994033.229537,310,00000000,0,ecu_transmission
1763994033.235999,240,0000,0,ecu_abs_status
1763994033.243412,123,0C0C,0,ecu_engine_rpm
1763994033.26396,123,0C0C,0,ecu_engine_rpm
1763994033.284527,123,0C0C,0,ecu_engine_rpm
1763994033.286852,240,0000,0,ecu_abs_status
1763994033.305141,123,0C0C,0,ecu_engine_rpm
1763994033.325934,123,0C0C,0,ecu_engine_rpm
1763994033.331736,310,00000000,0,ecu_transmission
1763994033.338191,240,0000,0,ecu_abs_status
1763994033.346664,123,0C2C,0,ecu_engine_rpm
1763994033.367365,123,0C2C,0,ecu_engine_rpm
1763994033.388104,123,0C2C,0,ecu_engine_rpm
1763994033.389177,240,0000,0,ecu_abs_status
1763994033.408561,123,0C2C,0,ecu_engine_rpm
1763994033.429121,123,0C2C,0,ecu_engine_rpm
1763994033.433499,310,00000000,0,ecu_transmission
1763994033.439796,240,0000,0,ecu_abs_status
1763994033.449586,123,0C88,0,ecu_engine_rpm
1763994033.470158,123,0C88,0,ecu_engine_rpm
1763994033.490646,123,0C88,0,ecu_engine_rpm
1763994033.491076,240,0000,0,ecu_abs_status
1763994033.51115,123,0C88,0,ecu_engine_rpm
1763994033.53168,123,0C88,0,ecu_engine_rpm
1763994033.535404,310,00000000,0,ecu_transmission
1763994033.542189,240,0000,0,ecu_abs_status
1763994033.552223,123,0C8C,0,ecu_engine_rpm
1763994033.572721,123,0C8C,0,ecu_engine_rpm
1763994033.593208,123,0C8C,0,ecu_engine_rpm
1763994033.593577,240,0000,0,ecu_abs_status
1763994033.613797,123,0C8C,0,ecu_engine_rpm
1763994033.634403,123,0C8C,0,ecu_engine_rpm
1763994033.637263,310,00000000,0,ecu_transmission
1763994033.6435,240,0000,0,ecu_abs_status
1763994033.654871,123,0C4C,0,ecu_engine_rpm
1763994033.67543,123,0C4C,0,ecu_engine_rpm
1763994033.694496,240,0000,0,ecu_abs_status
1763994033.695876,123,0C4C,0,ecu_engine_rpm
1763994033.716392,123,0C4C,0,ecu_engine_rpm
1763994033.737,123,0C4C,0,ecu_engine_rpm
1763994033.739098,310,00000000,0,ecu_transmission
1763994033.744665,240,0000,0,ecu_abs_status
1763994033.75743,123,0BF0,0,ecu_engine_rpm
1763994033.774134,500,0D0E0F10,0,ecu_body_control
1763994033.777859,123,0BF0,0,ecu_engine_rpm
1763994033.795762,240,0000,0,ecu_abs_status
1763994033.798299,123,0BF0,0,ecu_engine_rpm
1763994033.818845,123,0BF0,0,ecu_engine_rpm
1763994033.839337,123,0BB8,0,ecu_engine_rpm
1763994033.841002,310,00000000,0,ecu_transmission
1763994033.845969,240,0000,0,ecu_abs_status
1763994033.859772,123,0BB8,0,ecu_engine_rpm
1763994033.880376,123,0BB8,0,ecu_engine_rpm
1763994033.897085,240,0000,0,ecu_abs_status
1763994033.900755,123,0BB8,0,ecu_engine_rpm
1763994033.921488,123,0BB8,0,ecu_engine_rpm
1763994033.941924,123,0BF8,0,ecu_engine_rpm
1763994033.942858,310,00000000,0,ecu_transmission
1763994033.947387,240,0000,0,ecu_abs_status
1763994033.962375,123,0BF8,0,ecu_engine_rpm
1763994033.98284,123,0BF8,0,ecu_engine_rpm
1763994033.99839,240,0000,0,ecu_abs_status
1763994034.0033,123,0BF8,0,ecu_engine_rpm
1763994034.023813,123,0BF8,0,ecu_engine_rpm
1763994034.044276,123,0CA0,0,ecu_engine_rpm
1763994034.04474,310,00000000,0,ecu_transmission
1763994034.048648,240,0000,0,ecu_abs_status
1763994034.064853,123,0CA0,0,ecu_engine_rpm
1763994034.085406,123,0CA0,0,ecu_engine_rpm
1763994034.099656,240,0000,0,ecu_abs_status
1763994034.105888,123,0CA0,0,ecu_engine_rpm
1763994034.126374,123,0CA0,0,ecu_engine_rpm
1763994034.146606,310,00000000,0,ecu_transmission
1763994034.147054,123,0CE8,0,ecu_engine_rpm
1763994034.149993,240,0000,0,ecu_abs_status
1763994034.16755,123,0CE8,0,ecu_engine_rpm
1763994034.18814,123,0CE8,0,ecu_engine_rpm
1763994034.20105,240,0000,0,ecu_abs_status
1763994034.208631,123,0CE8,0,ecu_engine_rpm
1763994034.229202,123,0CE8,0,ecu_engine_rpm
1763994034.24852,310,00000000,0,ecu_transmission
1763994034.249596,123,0CFC,0,ecu_engine_rpm
1763994034.251292,240,0000,0,ecu_abs_status
1763994034.270073,123,0CFC,0,ecu_engine_rpm
1763994034.290528,123,0CFC,0,ecu_engine_rpm
1763994034.302308,240,0000,0,ecu_abs_status
1763994034.311127,123,0CFC,0,ecu_engine_rpm
1763994034.331678,123,0CFC,0,ecu_engine_rpm
1763994034.350391,310,00000000,0,ecu_transmission
1763994034.352147,123,0D14,0,ecu_engine_rpm
1763994034.352531,240,0000,0,ecu_abs_status
1763994034.372642,123,0D14,0,ecu_engine_rpm
1763994034.393247,123,0D14,0,ecu_engine_rpm
1763994034.40355,240,0000,0,ecu_abs_status
1763994034.413737,123,0D14,0,ecu_engine_rpm
1763994034.434271,123,0D14,0,ecu_engine_rpm
1763994034.452235,310,00000000,0,ecu_transmission
1763994034.453762,240,0000,0,ecu_abs_status
1763994034.454718,123,0C08,0,ecu_engine_rpm
1763994034.47523,123,0C08,0,ecu_engine_rpm
1763994034.495706,123,0C08,0,ecu_engine_rpm
1763994034.504814,240,0000,0,ecu_abs_status
1763994034.516197,123,0C08,0,ecu_engine_rpm
1763994034.537248,123,0C08,0,ecu_engine_rpm
1763994034.554778,310,00000000,0,ecu_transmission
1763994034.555462,240,0000,0,ecu_abs_status
1763994034.55806,123,0C60,0,ecu_engine_rpm
1763994034.578721,123,0C60,0,ecu_engine_rpm
1763994034.599562,123,0C60,0,ecu_engine_rpm
1763994034.607074,240,0000,0,ecu_abs_status
1763994034.62053,123,0C60,0,ecu_engine_rpm
1763994034.641563,123,0C60,0,ecu_engine_rpm
1763994034.656565,310,00000000,0,ecu_transmission
1763994034.657134,240,0000,0,ecu_abs_status
1763994034.661866,123,0C88,0,ecu_engine_rpm
1763994034.682391,123,0C88,0,ecu_engine_rpm
1763994034.702847,123,0C88,0,ecu_engine_rpm
1763994034.708142,240,0000,0,ecu_abs_status
1763994034.723423,123,0C88,0,ecu_engine_rpm
1763994034.743926,123,0C88,0,ecu_engine_rpm
1763994034.75854,310,00000000,0,ecu_transmission
1763994034.759188,240,0000,0,ecu_abs_status
1763994034.764408,123,0C7C,0,ecu_engine_rpm
1763994034.782264,500,0D0E0F10,0,ecu_body_control
1763994034.784883,123,0C7C,0,ecu_engine_rpm
1763994034.805709,123,0C7C,0,ecu_engine_rpm
1763994034.810153,240,0000,0,ecu_abs_status
1763994034.82609,123,0C7C,0,ecu_engine_rpm
1763994034.846467,123,0C7C,0,ecu_engine_rpm
1763994034.860489,310,00000000,0,ecu_transmission
1763994034.861167,240,0000,0,ecu_abs_status
1763994034.866957,123,0BD4,0,ecu_engine_rpm
1763994034.887459,123,0BD4,0,ecu_engine_rpm
1763994034.907927,123,0BD4,0,ecu_engine_rpm
1763994034.912189,240,0000,0,ecu_abs_status
1763994034.928418,123,0BD4,0,ecu_engine_rpm
1763994034.948891,123,0BD4,0,ecu_engine_rpm
1763994034.962277,310,00000000,0,ecu_transmission
1763994034.963192,240,0000,0,ecu_abs_status
1763994034.969379,123,0C40,0,ecu_engine_rpm
1763994034.989889,123,0C40,0,ecu_engine_rpm
1763994035.010446,123,0C40,0,ecu_engine_rpm
1763994035.014219,240,0000,0,ecu_abs_status
1763994035.031013,123,0C40,0,ecu_engine_rpm
1763994035.051483,123,0C40,0,ecu_engine_rpm
1763994035.064187,310,00000000,0,ecu_transmission
1763994035.065231,240,0000,0,ecu_abs_status
1763994035.072036,123,0D04,0,ecu_engine_rpm
1763994035.092525,123,0D04,0,ecu_engine_rpm
1763994035.113098,123,0D04,0,ecu_engine_rpm
1763994035.116362,240,0000,0,ecu_abs_status
1763994035.133721,123,0D04,0,ecu_engine_rpm
1763994035.154242,123,0D04,0,ecu_engine_rpm
1763994035.166052,310,00000000,0,ecu_transmission
1763994035.167321,240,0000,0,ecu_abs_status
1763994035.174784,123,0C00,0,ecu_engine_rpm
1763994035.195283,123,0C00,0,ecu_engine_rpm
1763994035.215754,123,0C00,0,ecu_engine_rpm
1763994035.218337,240,0000,0,ecu_abs_status
1763994035.236243,123,0C00,0,ecu_engine_rpm
1763994035.256733,123,0C00,0,ecu_engine_rpm
1763994035.267946,310,00000000,0,ecu_transmission
1763994035.26935,240,0000,0,ecu_abs_status
1763994035.27722,123,0BE8,0,ecu_engine_rpm
1763994035.297743,123,0BE8,0,ecu_engine_rpm
1763994035.318768,123,0BE8,0,ecu_engine_rpm
1763994035.32087,240,0000,0,ecu_abs_status
1763994035.339514,123,0BE8,0,ecu_engine_rpm
1763994035.360161,123,0BCC,0,ecu_engine_rpm
1763994035.370033,310,00000000,0,ecu_transmission
1763994035.371602,240,0000,0,ecu_abs_status
1763994035.380563,123,0BCC,0,ecu_engine_rpm
1763994035.401056,123,0BCC,0,ecu_engine_rpm
1763994035.421687,123,0BCC,0,ecu_engine_rpm
1763994035.422594,240,0000,0,ecu_abs_status
1763994035.442106,123,0BCC,0,ecu_engine_rpm
1763994035.462683,123,0C34,0,ecu_engine_rpm
1763994035.471743,310,00000000,0,ecu_transmission
1763994035.473597,240,0000,0,ecu_abs_status
1763994035.483165,123,0C34,0,ecu_engine_rpm
1763994035.503654,123,0C34,0,ecu_engine_rpm
1763994035.524151,123,0C34,0,ecu_engine_rpm
1763994035.524663,240,0000,0,ecu_abs_status
1763994035.54463,123,0C34,0,ecu_engine_rpm
1763994035.565114,123,0C70,0,ecu_engine_rpm
1763994035.573609,310,00000000,0,ecu_transmission
1763994035.575672,240,0000,0,ecu_abs_status
1763994035.585611,123,0C70,0,ecu_engine_rpm
1763994035.606086,123,0C70,0,ecu_engine_rpm
1763994035.626719,123,0C70,0,ecu_engine_rpm
1763994035.626885,240,0000,0,ecu_abs_status
1763994035.64714,123,0C70,0,ecu_engine_rpm
1763994035.667595,123,0D2C,0,ecu_engine_rpm
1763994035.675445,310,00000000,0,ecu_transmission
1763994035.677853,240,0000,0,ecu_abs_status
1763994035.688068,123,0D2C,0,ecu_engine_rpm
1763994035.708558,123,0D2C,0,ecu_engine_rpm
1763994035.7289,240,0000,0,ecu_abs_status
1763994035.729144,123,0D2C,0,ecu_engine_rpm
1763994035.749694,123,0D2C,0,ecu_engine_rpm
1763994035.770227,123,0C18,0,ecu_engine_rpm
1763994035.777358,310,00000000,0,ecu_transmission
1763994035.779889,240,0000,0,ecu_abs_status
1763994035.783609,500,0D0E0F10,0,ecu_body_control
1763994035.79079,123,0C18,0,ecu_engine_rpm
1763994035.811284,123,0C18,0,ecu_engine_rpm
1763994035.830878,240,0000,0,ecu_abs_status
1763994035.831768,123,0C18,0,ecu_engine_rpm
1763994035.852321,123,0C18,0,ecu_engine_rpm
1763994035.872798,123,0CD0,0,ecu_engine_rpm
1763994035.879204,310,00000000,0,ecu_transmission
1763994035.88189,240,0000,0,ecu_abs_status
1763994035.893248,123,0CD0,0,ecu_engine_rpm
1763994035.913786,123,0CD0,0,ecu_engine_rpm
1763994035.932866,240,0000,0,ecu_abs_status
1763994035.934332,123,0CD0,0,ecu_engine_rpm
1763994035.954831,123,0CD0,0,ecu_engine_rpm
1763994035.975306,123,0BD4,0,ecu_engine_rpm
1763994035.981073,310,00000000,0,ecu_transmission
1763994035.983849,240,0000,0,ecu_abs_status
1763994035.995865,123,0BD4,0,ecu_engine_rpm
1763994036.016336,123,0BD4,0,ecu_engine_rpm
1763994036.034885,240,0000,0,ecu_abs_status
1763994036.036816,123,0BD4,0,ecu_engine_rpm
1763994036.057053,123,0BD4,0,ecu_engine_rpm
1763994036.077597,123,0BCC,0,ecu_engine_rpm
1763994036.081839,310,00000000,0,ecu_transmission
1763994036.085784,240,0000,0,ecu_abs_status
1763994036.098073,123,0BCC,0,ecu_engine_rpm
1763994036.11854,123,0BCC,0,ecu_engine_rpm
1763994036.13678,240,0000,0,ecu_abs_status
1763994036.139088,123,0BCC,0,ecu_engine_rpm
1763994036.159553,123,0BCC,0,ecu_engine_rpm
1763994036.180043,123,0D40,0,ecu_engine_rpm
1763994036.183694,310,00000000,0,ecu_transmission
1763994036.187776,240,0000,0,ecu_abs_status
1763994036.200492,123,0D40,0,ecu_engine_rpm
1763994036.221141,123,0D40,0,ecu_engine_rpm
1763994036.2388,240,0000,0,ecu_abs_status
1763994036.241608,123,0D40,0,ecu_engine_rpm
1763994036.262247,123,0D40,0,ecu_engine_rpm
1763994036.282806,123,0C9C,0,ecu_engine_rpm
1763994036.285547,310,00000000,0,ecu_transmission
1763994036.289802,240,0000,0,ecu_abs_status
1763994036.303296,123,0C9C,0,ecu_engine_rpm
1763994036.323783,123,0C9C,0,ecu_engine_rpm
1763994036.340994,240,0000,0,ecu_abs_status
1763994036.344298,123,0C9C,0,ecu_engine_rpm
1763994036.364804,123,0C9C,0,ecu_engine_rpm
1763994036.385289,123,0CDC,0,ecu_engine_rpm
1763994036.387585,310,00000000,0,ecu_transmission
1763994036.392134,240,0000,0,ecu_abs_status
1763994036.405771,123,0CDC,0,ecu_engine_rpm
1763994036.42627,123,0CDC,0,ecu_engine_rpm
1763994036.443211,240,0000,0,ecu_abs_status
1763994036.446725,123,0CDC,0,ecu_engine_rpm
1763994036.467213,123,0CDC,0,ecu_engine_rpm
